Label (Grouping),        No vehicle available
Census Tract 6201.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6201.01; Los Angeles County; California!!Female!!Margin of Error,±2.9
Census Tract 6201.02; Los Angeles County; California!!Total!!Estimate,1.20%
Census Tract 6201.02; Los Angeles County; California!!Total!!Margin of Error,±1.9
Census Tract 6201.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6201.02; Los Angeles County; California!!Male!!Margin of Error,±2.6
Census Tract 6201.02; Los Angeles County; California!!Female!!Estimate,3.10%
Census Tract 6201.02; Los Angeles County; California!!Female!!Margin of Error,±4.7
Census Tract 6202.01; Los Angeles County; California!!Total!!Estimate,3.00%
Census Tract 6202.01; Los Angeles County; California!!Total!!Margin of Error,±2.8
Census Tract 6202.01; Los Angeles County; California!!Male!!Estimate,2.70%
Census Tract 6202.01; Los Angeles County; California!!Male!!Margin of Error,±2.5
Census Tract 6202.01; Los Angeles County; California!!Female!!Estimate,3.40%
Census Tract 6202.01; Los Angeles County; California!!Female!!Margin of Error,±3.7
Census Tract 6203.01; Los Angeles County; California!!Total!!Estimate,1.00%
Census Tract 6203.01; Los Angeles County; California!!Total!!Margin of Error,±1.5
Census Tract 6203.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6203.01; Los Angeles County; California!!Male!!Margin of Error,±4.2
Census Tract 6203.01; Los Angeles County; California!!Female!!Estimate,2.20%
Census Tract 6203.01; Los Angeles County; California!!Female!!Margin of Error,±3.3
Census Tract 6203.03; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6203.03; Los Angeles County; California!!Total!!Margin of Error,±2.3
Census Tract 6203.03; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6203.03; Los Angeles County; California!!Male!!Margin of Error,±3.5
Census Tract 6203.03; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6203.03; Los Angeles County; California!!Female!!Margin of Error,±6.4
Census Tract 6203.05; Los Angeles County; California!!Total!!Estimate,2.70%
Census Tract 6203.05; Los Angeles County; California!!Total!!Margin of Error,±3.4
Census Tract 6203.05; Los Angeles County; California!!Male!!Estimate,3.20%
Census Tract 6203.05; Los Angeles County; California!!Male!!Margin of Error,±5.1
Census Tract 6203.05; Los Angeles County; California!!Female!!Estimate,2.00%
Census Tract 6203.05; Los Angeles County; California!!Female!!Margin of Error,±3.3
Census Tract 6204; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6204; Los Angeles County; California!!Total!!Margin of Error,±1.9
Census Tract 6204; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6204; Los Angeles County; California!!Male!!Margin of Error,±3.3
Census Tract 6204; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6204; Los Angeles County; California!!Female!!Margin of Error,±4.4
Census Tract 6205.01; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6205.01; Los Angeles County; California!!Total!!Margin of Error,±1.4
Census Tract 6205.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6205.01; Los Angeles County; California!!Male!!Margin of Error,±2.7
Census Tract 6205.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6205.01; Los Angeles County; California!!Female!!Margin of Error,±2.9
Census Tract 6205.21; Los Angeles County; California!!Total!!Estimate,0.40%
Census Tract 6205.21; Los Angeles County; California!!Total!!Margin of Error,±0.8
Census Tract 6205.21; Los Angeles County; California!!Male!!Estimate,0.40%
Census Tract 6205.21; Los Angeles County; California!!Male!!Margin of Error,±0.8
Census Tract 6205.21; Los Angeles County; California!!Female!!Estimate,0.40%
Census Tract 6205.21; Los Angeles County; California!!Female!!Margin of Error,±0.8
Census Tract 6205.22; Los Angeles County; California!!Total!!Estimate,3.00%
Census Tract 6205.22; Los Angeles County; California!!Total!!Margin of Error,±2.1
Census Tract 6205.22; Los Angeles County; California!!Male!!Estimate,2.40%
Census Tract 6205.22; Los Angeles County; California!!Male!!Margin of Error,±2.7
Census Tract 6205.22; Los Angeles County; California!!Female!!Estimate,3.80%
Census Tract 6205.22; Los Angeles County; California!!Female!!Margin of Error,±3.7
Census Tract 6206.01; Los Angeles County; California!!Total!!Estimate,0.40%
Census Tract 6206.01; Los Angeles County; California!!Total!!Margin of Error,±0.6
Census Tract 6206.01; Los Angeles County; California!!Male!!Estimate,0.70%
Census Tract 6206.01; Los Angeles County; California!!Male!!Margin of Error,±1.2
Census Tract 6206.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6206.01; Los Angeles County; California!!Female!!Margin of Error,±2.7
Census Tract 6206.02; Los Angeles County; California!!Total!!Estimate,3.50%
Census Tract 6206.02; Los Angeles County; California!!Total!!Margin of Error,±3.8
Census Tract 6206.02; Los Angeles County; California!!Male!!Estimate,3.50%
Census Tract 6206.02; Los Angeles County; California!!Male!!Margin of Error,±3.9
Census Tract 6206.02; Los Angeles County; California!!Female!!Estimate,3.60%
Census Tract 6206.02; Los Angeles County; California!!Female!!Margin of Error,±4.0
Census Tract 6207.01; Los Angeles County; California!!Total!!Estimate,0.50%
Census Tract 6207.01; Los Angeles County; California!!Total!!Margin of Error,±0.8
Census Tract 6207.01; Los Angeles County; California!!Male!!Estimate,0.90%
Census Tract 6207.01; Los Angeles County; California!!Male!!Margin of Error,±1.5
Census Tract 6207.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6207.01; Los Angeles County; California!!Female!!Margin of Error,±2.1
Census Tract 6207.03; Los Angeles County; California!!Total!!Estimate,0.80%
Census Tract 6207.03; Los Angeles County; California!!Total!!Margin of Error,±1.4
Census Tract 6207.03; Los Angeles County; California!!Male!!Estimate,0.70%
Census Tract 6207.03; Los Angeles County; California!!Male!!Margin of Error,±1.2
Census Tract 6207.03; Los Angeles County; California!!Female!!Estimate,1.00%
Census Tract 6207.03; Los Angeles County; California!!Female!!Margin of Error,±1.7
Census Tract 6207.04; Los Angeles County; California!!Total!!Estimate,4.00%
Census Tract 6207.04; Los Angeles County; California!!Total!!Margin of Error,±4.5
Census Tract 6207.04; Los Angeles County; California!!Male!!Estimate,2.00%
Census Tract 6207.04; Los Angeles County; California!!Male!!Margin of Error,±3.4
Census Tract 6207.04; Los Angeles County; California!!Female!!Estimate,6.00%
Census Tract 6207.04; Los Angeles County; California!!Female!!Margin of Error,±7.0
Census Tract 6208.01; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6208.01; Los Angeles County; California!!Total!!Margin of Error,±2.5
Census Tract 6208.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6208.01; Los Angeles County; California!!Male!!Margin of Error,±4.2
Census Tract 6208.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6208.01; Los Angeles County; California!!Female!!Margin of Error,±6.2
Census Tract 6208.02; Los Angeles County; California!!Total!!Estimate,1.50%
Census Tract 6208.02; Los Angeles County; California!!Total!!Margin of Error,±1.8
Census Tract 6208.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6208.02; Los Angeles County; California!!Male!!Margin of Error,±3.7
Census Tract 6208.02; Los Angeles County; California!!Female!!Estimate,3.30%
Census Tract 6208.02; Los Angeles County; California!!Female!!Margin of Error,±4.2
Census Tract 6209.01; Los Angeles County; California!!Total!!Estimate,0.40%
Census Tract 6209.01; Los Angeles County; California!!Total!!Margin of Error,±0.6
Census Tract 6209.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6209.01; Los Angeles County; California!!Male!!Margin of Error,±6.2
Census Tract 6209.01; Los Angeles County; California!!Female!!Estimate,1.00%
Census Tract 6209.01; Los Angeles County; California!!Female!!Margin of Error,±1.4
Census Tract 6209.04; Los Angeles County; California!!Total!!Estimate,1.00%
Census Tract 6209.04; Los Angeles County; California!!Total!!Margin of Error,±1.6
Census Tract 6209.04; Los Angeles County; California!!Male!!Estimate,2.00%
Census Tract 6209.04; Los Angeles County; California!!Male!!Margin of Error,±3.2
Census Tract 6209.04; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6209.04; Los Angeles County; California!!Female!!Margin of Error,±6.8
Census Tract 6210.01; Los Angeles County; California!!Total!!Estimate,4.30%
Census Tract 6210.01; Los Angeles County; California!!Total!!Margin of Error,±6.5
Census Tract 6210.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6210.01; Los Angeles County; California!!Male!!Margin of Error,±3.2
Census Tract 6210.01; Los Angeles County; California!!Female!!Estimate,10.00%
Census Tract 6210.01; Los Angeles County; California!!Female!!Margin of Error,±14.2
Census Tract 6210.05; Los Angeles County; California!!Total!!Estimate,8.10%
Census Tract 6210.05; Los Angeles County; California!!Total!!Margin of Error,±6.7
Census Tract 6210.05; Los Angeles County; California!!Male!!Estimate,6.70%
Census Tract 6210.05; Los Angeles County; California!!Male!!Margin of Error,±6.7
Census Tract 6210.05; Los Angeles County; California!!Female!!Estimate,9.80%
Census Tract 6210.05; Los Angeles County; California!!Female!!Margin of Error,±9.0
Census Tract 6211.02; Los Angeles County; California!!Total!!Estimate,1.60%
Census Tract 6211.02; Los Angeles County; California!!Total!!Margin of Error,±1.5
Census Tract 6211.02; Los Angeles County; California!!Male!!Estimate,2.90%
Census Tract 6211.02; Los Angeles County; California!!Male!!Margin of Error,±2.7
Census Tract 6211.02; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6211.02; Los Angeles County; California!!Female!!Margin of Error,±5.0
Census Tract 6211.04; Los Angeles County; California!!Total!!Estimate,2.00%
Census Tract 6211.04; Los Angeles County; California!!Total!!Margin of Error,±2.3
Census Tract 6211.04; Los Angeles County; California!!Male!!Estimate,2.30%
Census Tract 6211.04; Los Angeles County; California!!Male!!Margin of Error,±3.6
Census Tract 6211.04; Los Angeles County; California!!Female!!Estimate,1.60%
Census Tract 6211.04; Los Angeles County; California!!Female!!Margin of Error,±2.5
Census Tract 6212.01; Los Angeles County; California!!Total!!Estimate,1.80%
Census Tract 6212.01; Los Angeles County; California!!Total!!Margin of Error,±2.0
Census Tract 6212.01; Los Angeles County; California!!Male!!Estimate,1.50%
Census Tract 6212.01; Los Angeles County; California!!Male!!Margin of Error,±1.7
Census Tract 6212.01; Los Angeles County; California!!Female!!Estimate,2.40%
Census Tract 6212.01; Los Angeles County; California!!Female!!Margin of Error,±2.6
Census Tract 6212.04; Los Angeles County; California!!Total!!Estimate,0.50%
Census Tract 6212.04; Los Angeles County; California!!Total!!Margin of Error,±0.7
Census Tract 6212.04; Los Angeles County; California!!Male!!Estimate,0.90%
Census Tract 6212.04; Los Angeles County; California!!Male!!Margin of Error,±1.4
Census Tract 6212.04; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6212.04; Los Angeles County; California!!Female!!Margin of Error,±5.4
Census Tract 6213.01; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6213.01; Los Angeles County; California!!Total!!Margin of Error,±1.3
Census Tract 6213.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6213.01; Los Angeles County; California!!Male!!Margin of Error,±2.4
Census Tract 6213.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6213.01; Los Angeles County; California!!Female!!Margin of Error,±2.6
Census Tract 6213.24; Los Angeles County; California!!Total!!Estimate,1.80%
Census Tract 6213.24; Los Angeles County; California!!Total!!Margin of Error,±2.1
Census Tract 6213.24; Los Angeles County; California!!Male!!Estimate,1.00%
Census Tract 6213.24; Los Angeles County; California!!Male!!Margin of Error,±1.7
Census Tract 6213.24; Los Angeles County; California!!Female!!Estimate,2.80%
Census Tract 6213.24; Los Angeles County; California!!Female!!Margin of Error,±3.2
Census Tract 6213.26; Los Angeles County; California!!Total!!Estimate,2.80%
Census Tract 6213.26; Los Angeles County; California!!Total!!Margin of Error,±1.7
Census Tract 6213.26; Los Angeles County; California!!Male!!Estimate,5.60%
Census Tract 6213.26; Los Angeles County; California!!Male!!Margin of Error,±3.3
Census Tract 6213.26; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6213.26; Los Angeles County; California!!Female!!Margin of Error,±4.3
Census Tract 6214; Los Angeles County; California!!Total!!Estimate,2.90%
Census Tract 6214; Los Angeles County; California!!Total!!Margin of Error,±3.7
Census Tract 6214; Los Angeles County; California!!Male!!Estimate,5.20%
Census Tract 6214; Los Angeles County; California!!Male!!Margin of Error,±6.3
Census Tract 6214; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6214; Los Angeles County; California!!Female!!Margin of Error,±4.2
Census Tract 6500.01; Los Angeles County; California!!Total!!Estimate,5.80%
Census Tract 6500.01; Los Angeles County; California!!Total!!Margin of Error,±5.7
Census Tract 6500.01; Los Angeles County; California!!Male!!Estimate,4.20%
Census Tract 6500.01; Los Angeles County; California!!Male!!Margin of Error,±5.7
Census Tract 6500.01; Los Angeles County; California!!Female!!Estimate,7.40%
Census Tract 6500.01; Los Angeles County; California!!Female!!Margin of Error,±6.7
Census Tract 6500.03; Los Angeles County; California!!Total!!Estimate,7.20%
Census Tract 6500.03; Los Angeles County; California!!Total!!Margin of Error,±7.3
Census Tract 6500.03; Los Angeles County; California!!Male!!Estimate,5.60%
Census Tract 6500.03; Los Angeles County; California!!Male!!Margin of Error,±6.4
Census Tract 6500.03; Los Angeles County; California!!Female!!Estimate,9.60%
Census Tract 6500.03; Los Angeles County; California!!Female!!Margin of Error,±10.0
Census Tract 6500.04; Los Angeles County; California!!Total!!Estimate,2.80%
Census Tract 6500.04; Los Angeles County; California!!Total!!Margin of Error,±2.8
Census Tract 6500.04; Los Angeles County; California!!Male!!Estimate,2.70%
Census Tract 6500.04; Los Angeles County; California!!Male!!Margin of Error,±3.0
Census Tract 6500.04; Los Angeles County; California!!Female!!Estimate,3.00%
Census Tract 6500.04; Los Angeles County; California!!Female!!Margin of Error,±3.0
Census Tract 6501.01; Los Angeles County; California!!Total!!Estimate,1.20%
Census Tract 6501.01; Los Angeles County; California!!Total!!Margin of Error,±2.3
Census Tract 6501.01; Los Angeles County; California!!Male!!Estimate,0.90%
Census Tract 6501.01; Los Angeles County; California!!Male!!Margin of Error,±1.9
Census Tract 6501.01; Los Angeles County; California!!Female!!Estimate,1.70%
Census Tract 6501.01; Los Angeles County; California!!Female!!Margin of Error,±3.1
Census Tract 6501.02; Los Angeles County; California!!Total!!Estimate,0.50%
Census Tract 6501.02; Los Angeles County; California!!Total!!Margin of Error,±0.7
Census Tract 6501.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6501.02; Los Angeles County; California!!Male!!Margin of Error,±7.6
Census Tract 6501.02; Los Angeles County; California!!Female!!Estimate,0.90%
Census Tract 6501.02; Los Angeles County; California!!Female!!Margin of Error,±1.4
Census Tract 6502; Los Angeles County; California!!Total!!Estimate,2.70%
Census Tract 6502; Los Angeles County; California!!Total!!Margin of Error,±3.0
Census Tract 6502; Los Angeles County; California!!Male!!Estimate,3.10%
Census Tract 6502; Los Angeles County; California!!Male!!Margin of Error,±3.1
Census Tract 6502; Los Angeles County; California!!Female!!Estimate,2.20%
Census Tract 6502; Los Angeles County; California!!Female!!Margin of Error,±3.3
Census Tract 6503; Los Angeles County; California!!Total!!Estimate,1.50%
Census Tract 6503; Los Angeles County; California!!Total!!Margin of Error,±1.6
Census Tract 6503; Los Angeles County; California!!Male!!Estimate,1.10%
Census Tract 6503; Los Angeles County; California!!Male!!Margin of Error,±1.8
Census Tract 6503; Los Angeles County; California!!Female!!Estimate,1.90%
Census Tract 6503; Los Angeles County; California!!Female!!Margin of Error,±2.4
Census Tract 6504.01; Los Angeles County; California!!Total!!Estimate,0.80%
Census Tract 6504.01; Los Angeles County; California!!Total!!Margin of Error,±1.3
Census Tract 6504.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6504.01; Los Angeles County; California!!Male!!Margin of Error,±3.5
Census Tract 6504.01; Los Angeles County; California!!Female!!Estimate,1.70%
Census Tract 6504.01; Los Angeles County; California!!Female!!Margin of Error,±2.8
Census Tract 6505.01; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6505.01; Los Angeles County; California!!Total!!Margin of Error,±3.2
Census Tract 6505.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6505.01; Los Angeles County; California!!Male!!Margin of Error,±5.3
Census Tract 6505.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6505.01; Los Angeles County; California!!Female!!Margin of Error,±7.4
Census Tract 6505.02; Los Angeles County; California!!Total!!Estimate,0.30%
Census Tract 6505.02; Los Angeles County; California!!Total!!Margin of Error,±0.6
Census Tract 6505.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6505.02; Los Angeles County; California!!Male!!Margin of Error,±4.5
Census Tract 6505.02; Los Angeles County; California!!Female!!Estimate,0.50%
Census Tract 6505.02; Los Angeles County; California!!Female!!Margin of Error,±1.1
Census Tract 6506.03; Los Angeles County; California!!Total!!Estimate,3.70%
Census Tract 6506.03; Los Angeles County; California!!Total!!Margin of Error,±4.9
Census Tract 6506.03; Los Angeles County; California!!Male!!Estimate,6.10%
Census Tract 6506.03; Los Angeles County; California!!Male!!Margin of Error,±7.7
Census Tract 6506.03; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6506.03; Los Angeles County; California!!Female!!Margin of Error,±6.9
Census Tract 6506.04; Los Angeles County; California!!Total!!Estimate,0.60%
Census Tract 6506.04; Los Angeles County; California!!Total!!Margin of Error,±1.0
Census Tract 6506.04; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6506.04; Los Angeles County; California!!Male!!Margin of Error,±2.2
Census Tract 6506.04; Los Angeles County; California!!Female!!Estimate,1.60%
Census Tract 6506.04; Los Angeles County; California!!Female!!Margin of Error,±2.7
Census Tract 6506.05; Los Angeles County; California!!Total!!Estimate,4.60%
Census Tract 6506.05; Los Angeles County; California!!Total!!Margin of Error,±3.4
Census Tract 6506.05; Los Angeles County; California!!Male!!Estimate,3.20%
Census Tract 6506.05; Los Angeles County; California!!Male!!Margin of Error,±2.9
Census Tract 6506.05; Los Angeles County; California!!Female!!Estimate,6.30%
Census Tract 6506.05; Los Angeles County; California!!Female!!Margin of Error,±4.7
Census Tract 6506.06; Los Angeles County; California!!Total!!Estimate,4.50%
Census Tract 6506.06; Los Angeles County; California!!Total!!Margin of Error,±5.1
Census Tract 6506.06; Los Angeles County; California!!Male!!Estimate,6.90%
Census Tract 6506.06; Los Angeles County; California!!Male!!Margin of Error,±7.7
Census Tract 6506.06; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6506.06; Los Angeles County; California!!Female!!Margin of Error,±5.5
Census Tract 6506.07; Los Angeles County; California!!Total!!Estimate,1.00%
Census Tract 6506.07; Los Angeles County; California!!Total!!Margin of Error,±1.5
Census Tract 6506.07; Los Angeles County; California!!Male!!Estimate,1.90%
Census Tract 6506.07; Los Angeles County; California!!Male!!Margin of Error,±3.1
Census Tract 6506.07; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6506.07; Los Angeles County; California!!Female!!Margin of Error,±6.4
Census Tract 6507.01; Los Angeles County; California!!Total!!Estimate,1.60%
Census Tract 6507.01; Los Angeles County; California!!Total!!Margin of Error,±1.7
Census Tract 6507.01; Los Angeles County; California!!Male!!Estimate,1.80%
Census Tract 6507.01; Los Angeles County; California!!Male!!Margin of Error,±2.8
Census Tract 6507.01; Los Angeles County; California!!Female!!Estimate,1.20%
Census Tract 6507.01; Los Angeles County; California!!Female!!Margin of Error,±1.7
Census Tract 6507.02; Los Angeles County; California!!Total!!Estimate,0.40%
Census Tract 6507.02; Los Angeles County; California!!Total!!Margin of Error,±0.7
Census Tract 6507.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6507.02; Los Angeles County; California!!Male!!Margin of Error,±3.1
Census Tract 6507.02; Los Angeles County; California!!Female!!Estimate,1.10%
Census Tract 6507.02; Los Angeles County; California!!Female!!Margin of Error,±1.8
Census Tract 6508.01; Los Angeles County; California!!Total!!Estimate,1.60%
Census Tract 6508.01; Los Angeles County; California!!Total!!Margin of Error,±2.6
Census Tract 6508.01; Los Angeles County; California!!Male!!Estimate,1.70%
Census Tract 6508.01; Los Angeles County; California!!Male!!Margin of Error,±2.7
Census Tract 6508.01; Los Angeles County; California!!Female!!Estimate,1.50%
Census Tract 6508.01; Los Angeles County; California!!Female!!Margin of Error,±2.6
Census Tract 6508.02; Los Angeles County; California!!Total!!Estimate,2.90%
Census Tract 6508.02; Los Angeles County; California!!Total!!Margin of Error,±3.9
Census Tract 6508.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6508.02; Los Angeles County; California!!Male!!Margin of Error,±4.9
Census Tract 6508.02; Los Angeles County; California!!Female!!Estimate,7.30%
Census Tract 6508.02; Los Angeles County; California!!Female!!Margin of Error,±9.6
Census Tract 6509.01; Los Angeles County; California!!Total!!Estimate,4.40%
Census Tract 6509.01; Los Angeles County; California!!Total!!Margin of Error,±4.5
Census Tract 6509.01; Los Angeles County; California!!Male!!Estimate,6.40%
Census Tract 6509.01; Los Angeles County; California!!Male!!Margin of Error,±6.0
Census Tract 6509.01; Los Angeles County; California!!Female!!Estimate,2.30%
Census Tract 6509.01; Los Angeles County; California!!Female!!Margin of Error,±3.8
Census Tract 6509.03; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6509.03; Los Angeles County; California!!Total!!Margin of Error,±1.9
Census Tract 6509.03; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6509.03; Los Angeles County; California!!Male!!Margin of Error,±3.1
Census Tract 6509.03; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6509.03; Los Angeles County; California!!Female!!Margin of Error,±4.8
Census Tract 6509.04; Los Angeles County; California!!Total!!Estimate,3.80%
Census Tract 6509.04; Los Angeles County; California!!Total!!Margin of Error,±6.2
Census Tract 6509.04; Los Angeles County; California!!Male!!Estimate,4.80%
Census Tract 6509.04; Los Angeles County; California!!Male!!Margin of Error,±7.8
Census Tract 6509.04; Los Angeles County; California!!Female!!Estimate,2.60%
Census Tract 6509.04; Los Angeles County; California!!Female!!Margin of Error,±4.5
Census Tract 6510.01; Los Angeles County; California!!Total!!Estimate,2.20%
Census Tract 6510.01; Los Angeles County; California!!Total!!Margin of Error,±2.6
Census Tract 6510.01; Los Angeles County; California!!Male!!Estimate,1.60%
Census Tract 6510.01; Los Angeles County; California!!Male!!Margin of Error,±2.2
Census Tract 6510.01; Los Angeles County; California!!Female!!Estimate,2.80%
Census Tract 6510.01; Los Angeles County; California!!Female!!Margin of Error,±3.3
Census Tract 6510.02; Los Angeles County; California!!Total!!Estimate,3.60%
Census Tract 6510.02; Los Angeles County; California!!Total!!Margin of Error,±2.7
Census Tract 6510.02; Los Angeles County; California!!Male!!Estimate,5.20%
Census Tract 6510.02; Los Angeles County; California!!Male!!Margin of Error,±3.4
Census Tract 6510.02; Los Angeles County; California!!Female!!Estimate,2.00%
Census Tract 6510.02; Los Angeles County; California!!Female!!Margin of Error,±2.8
Census Tract 6511.01; Los Angeles County; California!!Total!!Estimate,2.00%
Census Tract 6511.01; Los Angeles County; California!!Total!!Margin of Error,±2.5
Census Tract 6511.01; Los Angeles County; California!!Male!!Estimate,2.30%
Census Tract 6511.01; Los Angeles County; California!!Male!!Margin of Error,±2.7
Census Tract 6511.01; Los Angeles County; California!!Female!!Estimate,1.60%
Census Tract 6511.01; Los Angeles County; California!!Female!!Margin of Error,±2.5
Census Tract 6511.02; Los Angeles County; California!!Total!!Estimate,2.00%
Census Tract 6511.02; Los Angeles County; California!!Total!!Margin of Error,±2.6
Census Tract 6511.02; Los Angeles County; California!!Male!!Estimate,2.20%
Census Tract 6511.02; Los Angeles County; California!!Male!!Margin of Error,±2.7
Census Tract 6511.02; Los Angeles County; California!!Female!!Estimate,1.80%
Census Tract 6511.02; Los Angeles County; California!!Female!!Margin of Error,±2.8
Census Tract 6512.01; Los Angeles County; California!!Total!!Estimate,0.70%
Census Tract 6512.01; Los Angeles County; California!!Total!!Margin of Error,±1.1
Census Tract 6512.01; Los Angeles County; California!!Male!!Estimate,1.30%
Census Tract 6512.01; Los Angeles County; California!!Male!!Margin of Error,±2.1
Census Tract 6512.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6512.01; Los Angeles County; California!!Female!!Margin of Error,±4.3
Census Tract 6512.21; Los Angeles County; California!!Total!!Estimate,1.20%
Census Tract 6512.21; Los Angeles County; California!!Total!!Margin of Error,±1.2
Census Tract 6512.21; Los Angeles County; California!!Male!!Estimate,1.30%
Census Tract 6512.21; Los Angeles County; California!!Male!!Margin of Error,±1.6
Census Tract 6512.21; Los Angeles County; California!!Female!!Estimate,1.10%
Census Tract 6512.21; Los Angeles County; California!!Female!!Margin of Error,±1.7
Census Tract 6512.22; Los Angeles County; California!!Total!!Estimate,1.90%
Census Tract 6512.22; Los Angeles County; California!!Total!!Margin of Error,±2.1
Census Tract 6512.22; Los Angeles County; California!!Male!!Estimate,1.50%
Census Tract 6512.22; Los Angeles County; California!!Male!!Margin of Error,±1.8
Census Tract 6512.22; Los Angeles County; California!!Female!!Estimate,2.30%
Census Tract 6512.22; Los Angeles County; California!!Female!!Margin of Error,±2.9
Census Tract 6513.02; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6513.02; Los Angeles County; California!!Total!!Margin of Error,±1.5
Census Tract 6513.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6513.02; Los Angeles County; California!!Male!!Margin of Error,±3.0
Census Tract 6513.02; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6513.02; Los Angeles County; California!!Female!!Margin of Error,±3.1
Census Tract 6513.04; Los Angeles County; California!!Total!!Estimate,1.20%
Census Tract 6513.04; Los Angeles County; California!!Total!!Margin of Error,±2.0
Census Tract 6513.04; Los Angeles County; California!!Male!!Estimate,1.00%
Census Tract 6513.04; Los Angeles County; California!!Male!!Margin of Error,±1.6
Census Tract 6513.04; Los Angeles County; California!!Female!!Estimate,1.40%
Census Tract 6513.04; Los Angeles County; California!!Female!!Margin of Error,±2.6
Census Tract 6514.01; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 6514.01; Los Angeles County; California!!Total!!Margin of Error,±4.1
Census Tract 6514.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6514.01; Los Angeles County; California!!Male!!Margin of Error,±7.3
Census Tract 6514.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6514.01; Los Angeles County; California!!Female!!Margin of Error,±9.1
Census Tract 6514.02; Los Angeles County; California!!Total!!Estimate,0.80%
Census Tract 6514.02; Los Angeles County; California!!Total!!Margin of Error,±1.4
Census Tract 6514.02; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 6514.02; Los Angeles County; California!!Male!!Margin of Error,±3.5
Census Tract 6514.02; Los Angeles County; California!!Female!!Estimate,1.60%
Census Tract 6514.02; Los Angeles County; California!!Female!!Margin of Error,±2.8
Census Tract 6700.01; Los Angeles County; California!!Total!!Estimate,0.50%
Census Tract 6700.01; Los Angeles County; California!!Total!!Margin of Error,±0.9
Census Tract 6700.01; Los Angeles County; California!!Male!!Estimate,1.10%
Census Tract 6700.01; Los Angeles County; California!!Male!!Margin of Error,±1.9
Census Tract 6700.01; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 6700.01; Los Angeles County; California!!Female!!Margin of Error,±4.8
Census Tract 6700.02; Los Angeles County; California!!Total!!Estimate,3.10%
Census Tract 6700.02; Los Angeles County; California!!Total!!Margin of Error,±2.5
Census Tract 6700.02; Los Angeles County; California!!Male!!Estimate,3.30%
Census Tract 6700.02; Los Angeles County; California!!Male!!Margin of Error,±3.7
Census Tract 6700.02; Los Angeles County; California!!Female!!Estimate,2.90%
